Rotunda da Autonomia;https://www.ingress.com/intel?ll=37.737249,-25.682255&z=17&pll=37.737249,-25.682255
Ancora;https://www.ingress.com/intel?ll=37.734619,-25.682206&z=17&pll=37.734619,-25.682206
Lotaçor;https://www.ingress.com/intel?ll=37.73476,-25.676196&z=17&pll=37.73476,-25.676196
City Garden Padre Fernando Gomes;https://www.ingress.com/intel?ll=37.735836,-25.682865&z=17&pll=37.735836,-25.682865
Âncora 7;https://www.ingress.com/intel?ll=37.734444,-25.6826&z=17&pll=37.734444,-25.6826
Octopus Street Mural;https://www.ingress.com/intel?ll=37.734857,-25.680284&z=17&pll=37.734857,-25.680284
Oratório Público de Santa Clara;https://www.ingress.com/intel?ll=37.735141,-25.679868&z=17&pll=37.735141,-25.679868
Pop Art;https://www.ingress.com/intel?ll=37.734987,-25.681765&z=17&pll=37.734987,-25.681765
Banco;https://www.ingress.com/intel?ll=37.735381,-25.683242&z=17&pll=37.735381,-25.683242
Bomb Mural;https://www.ingress.com/intel?ll=37.734147,-25.68254&z=17&pll=37.734147,-25.68254
Navy Shield;https://www.ingress.com/intel?ll=37.735187,-25.683631&z=17&pll=37.735187,-25.683631
Beacon;https://www.ingress.com/intel?ll=37.73469,-25.681677&z=17&pll=37.73469,-25.681677
Âncora 5;https://www.ingress.com/intel?ll=37.734595,-25.676887&z=17&pll=37.734595,-25.676887
Fábrica de Tabaco Micaelense;https://www.ingress.com/intel?ll=37.736064,-25.677507&z=17&pll=37.736064,-25.677507
Casas de Aprestos;https://www.ingress.com/intel?ll=37.734445,-25.67661&z=17&pll=37.734445,-25.67661
Espaço Infantil;https://www.ingress.com/intel?ll=37.736032,-25.683237&z=17&pll=37.736032,-25.683237
Two Horsemen;https://www.ingress.com/intel?ll=37.734463,-25.681079&z=17&pll=37.734463,-25.681079
Multicolor Man;https://www.ingress.com/intel?ll=37.734773,-25.682105&z=17&pll=37.734773,-25.682105
Orelhudo;https://www.ingress.com/intel?ll=37.735022,-25.682882&z=17&pll=37.735022,-25.682882
Estátua Padre Fernando;https://www.ingress.com/intel?ll=37.735231,-25.683049&z=17&pll=37.735231,-25.683049
Igreja Santa Clara;https://www.ingress.com/intel?ll=37.734413,-25.683457&z=17&pll=37.734413,-25.683457
Railway Part;https://www.ingress.com/intel?ll=37.734415,-25.682298&z=17&pll=37.734415,-25.682298
Big Fish Graffiti;https://www.ingress.com/intel?ll=37.734837,-25.679541&z=17&pll=37.734837,-25.679541
Art;https://www.ingress.com/intel?ll=37.734978,-25.681417&z=17&pll=37.734978,-25.681417
Painted Rocks;https://www.ingress.com/intel?ll=37.73453,-25.680522&z=17&pll=37.73453,-25.680522
Bad Phone Mural;https://www.ingress.com/intel?ll=37.734559,-25.679828&z=17&pll=37.734559,-25.679828
Cow Faces Pop Art;https://www.ingress.com/intel?ll=37.733846,-25.683411&z=17&pll=37.733846,-25.683411
Lighthouse Mural;https://www.ingress.com/intel?ll=37.733757,-25.685691&z=17&pll=37.733757,-25.685691
Farol de Santa Clara;https://intel.ingress.com/intel?ll=37.733309,-25.685907&z=17&pll=37.733309,-25.685907
Campo Da Igualdade;https://intel.ingress.com/intel?ll=37.733891,-25.687692&z=17&pll=37.733891,-25.687692
PAntonio;https://intel.ingress.com/intel?ll=37.734954,-25.69007&z=17&pll=37.734954,-25.69007
Lighthouse Mural;https://intel.ingress.com/intel?ll=37.733757,-25.685691&z=17&pll=37.733757,-25.685691
Holy Ghost House;https://intel.ingress.com/intel?ll=37.733675,-25.686425&z=17&pll=37.733675,-25.686425
The Image;https://intel.ingress.com/intel?ll=37.733841,-25.686295&z=17&pll=37.733841,-25.686295
